route_variant,seq,from_station,to_station,distance_miles,run_min,wait_min
PORTSMOUTH HARBOUR - SURBITON (2),2,PORTSMOUTH & SOUTHSEA,FRATTON PORTSMOUTH,,3,2
PORTSMOUTH HARBOUR - SURBITON (2),3,FRATTON PORTSMOUTH,HILSEA PORTSMOUTH,,4,1
PORTSMOUTH HARBOUR - SURBITON (2),4,HILSEA PORTSMOUTH,COSHAM,,5,0
PORTSMOUTH HARBOUR - SURBITON (2),5,COSHAM,PORTCHESTER,,5,0
PORTSMOUTH HARBOUR - SURBITON (2),6,PORTCHESTER,FAREHAM,,7,0
PORTSMOUTH HARBOUR - SURBITON (2),7,FAREHAM,BOTLEY,,7,1
PORTSMOUTH HARBOUR - SURBITON (2),8,BOTLEY,HEDGE END,,4,0
PORTSMOUTH HARBOUR - SURBITON (2),9,HEDGE END,EASTLEIGH,,6,1
PORTSMOUTH HARBOUR - SURBITON (2),10,EASTLEIGH,SHAWFORD,,6,1
PORTSMOUTH HARBOUR - SURBITON (2),11,SHAWFORD,WINCHESTER,,5,0
PORTSMOUTH HARBOUR - SURBITON (2),12,WINCHESTER,MICHELDEVER,,11,1
PORTSMOUTH HARBOUR - SURBITON (2),13,MICHELDEVER,BASINGSTOKE,,14,0
PORTSMOUTH HARBOUR - SURBITON (2),14,BASINGSTOKE,HOOK,,7,2
PORTSMOUTH HARBOUR - SURBITON (2),15,HOOK,WINCHFIELD,,4,0
PORTSMOUTH HARBOUR - SURBITON (2),16,WINCHFIELD,FLEET,,5,0
PORTSMOUTH HARBOUR - SURBITON (2),17,FLEET,FARNBOROUGH (MAIN),,5,0
PORTSMOUTH HARBOUR - SURBITON (2),18,FARNBOROUGH (MAIN),BROOKWOOD,,7,1
PORTSMOUTH HARBOUR - SURBITON (2),19,BROOKWOOD,WOKING,,5,0
PORTSMOUTH HARBOUR - SURBITON (2),20,WOKING,WEYBRIDGE,,6,1
PORTSMOUTH HARBOUR - SURBITON (2),21,WEYBRIDGE,WALTON-ON-THAMES,,3,1
PORTSMOUTH HARBOUR - SURBITON (2),22,WALTON-ON-THAMES,SURBITON,,6,1
PORTSMOUTH HARBOUR - SURBITON (3),1,PORTSMOUTH HARBOUR,PORTSMOUTH & SOUTHSEA,,3,0
PORTSMOUTH HARBOUR - SURBITON (3),2,PORTSMOUTH & SOUTHSEA,FRATTON PORTSMOUTH,,3,2
PORTSMOUTH HARBOUR - SURBITON (3),3,FRATTON PORTSMOUTH,HILSEA PORTSMOUTH,,4,1
PORTSMOUTH HARBOUR - SURBITON (3),4,HILSEA PORTSMOUTH,COSHAM,,5,0
PORTSMOUTH HARBOUR - SURBITON (3),5,COSHAM,PORTCHESTER,,5,0
PORTSMOUTH HARBOUR - SURBITON (3),6,PORTCHESTER,FAREHAM,,5,0
PORTSMOUTH HARBOUR - SURBITON (3),7,FAREHAM,BOTLEY,,7,1
PORTSMOUTH HARBOUR - SURBITON (3),8,BOTLEY,HEDGE END,,4,0
PORTSMOUTH HARBOUR - SURBITON (3),9,HEDGE END,EASTLEIGH,,8,1
PORTSMOUTH HARBOUR - SURBITON (3),10,EASTLEIGH,WINCHESTER,,8,1
PORTSMOUTH HARBOUR - SURBITON (3),11,WINCHESTER,MICHELDEVER,,9,1
PORTSMOUTH HARBOUR - SURBITON (3),12,MICHELDEVER,BASINGSTOKE,,12,0
PORTSMOUTH HARBOUR - SURBITON (3),13,BASINGSTOKE,HOOK,,7,9
PORTSMOUTH HARBOUR - SURBITON (3),14,HOOK,WINCHFIELD,,4,0
PORTSMOUTH HARBOUR - SURBITON (3),15,WINCHFIELD,FLEET,,5,0
PORTSMOUTH HARBOUR - SURBITON (3),16,FLEET,FARNBOROUGH (MAIN),,5,0
PORTSMOUTH HARBOUR - SURBITON (3),17,FARNBOROUGH (MAIN),BROOKWOOD,,7,1
PORTSMOUTH HARBOUR - SURBITON (3),18,BROOKWOOD,WOKING,,5,0
PORTSMOUTH HARBOUR - SURBITON (3),19,WOKING,WEYBRIDGE,,6,1
PORTSMOUTH HARBOUR - SURBITON (3),20,WEYBRIDGE,WALTON-ON-THAMES,,3,1
PORTSMOUTH HARBOUR - SURBITON (3),21,WALTON-ON-THAMES,SURBITON,,6,1
WEYMOUTH - WOKING (9),1,WEYMOUTH,UPWEY,,4,0
WEYMOUTH - WOKING (9),2,UPWEY,DORCHESTER SOUTH,,7,0
WEYMOUTH - WOKING (9),3,DORCHESTER SOUTH,MORETON (DORSET),,7,1
WEYMOUTH - WOKING (9),4,MORETON (DORSET),WOOL,,5,0
WEYMOUTH - WOKING (9),5,WOOL,WAREHAM,,6,1
WEYMOUTH - WOKING (9),6,WAREHAM,HAMWORTHY,,6,1
WEYMOUTH - WOKING (9),7,HAMWORTHY,POOLE,,4,1
WEYMOUTH - WOKING (9),8,POOLE,PARKSTONE,,4,1
WEYMOUTH - WOKING (9),9,PARKSTONE,BRANKSOME,,4,0
WEYMOUTH - WOKING (9),10,BRANKSOME,BOURNEMOUTH,,6,0
WEYMOUTH - WOKING (9),11,BOURNEMOUTH,POKESDOWN,,4,14
WEYMOUTH - WOKING (9),12,POKESDOWN,CHRISTCHURCH,,3,0
WEYMOUTH - WOKING (9),13,CHRISTCHURCH,HINTON ADMIRAL,,5,1
WEYMOUTH - WOKING (9),14,HINTON ADMIRAL,NEW MILTON,,4,0
WEYMOUTH - WOKING (9),15,NEW MILTON,SWAY,,5,0
WEYMOUTH - WOKING (9),16,SWAY,BROCKENHURST,,4,0
WEYMOUTH - WOKING (9),17,BROCKENHURST,ASHURST NEW FOREST,,8,1
WEYMOUTH - WOKING (9),18,ASHURST NEW FOREST,TOTTON,,4,0
WEYMOUTH - WOKING (9),19,TOTTON,SOUTHAMPTON CENTRAL,,5,1
WEYMOUTH - WOKING (9),20,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,3
WEYMOUTH - WOKING (9),21,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
WEYMOUTH - WOKING (9),22,EASTLEIGH,SHAWFORD,,6,1
WEYMOUTH - WOKING (9),23,SHAWFORD,WINCHESTER,,5,0
WEYMOUTH - WOKING (9),24,WINCHESTER,MICHELDEVER,,9,1
WEYMOUTH - WOKING (9),25,MICHELDEVER,BASINGSTOKE,,10,0
WEYMOUTH - WOKING (9),26,BASINGSTOKE,HOOK,,7,1
WEYMOUTH - WOKING (9),27,HOOK,WINCHFIELD,,4,0
WEYMOUTH - WOKING (9),28,WINCHFIELD,FLEET,,5,1
WEYMOUTH - WOKING (9),29,FLEET,FARNBOROUGH (MAIN),,5,0
WEYMOUTH - WOKING (9),30,FARNBOROUGH (MAIN),BROOKWOOD,,7,0
WEYMOUTH - WOKING (9),31,BROOKWOOD,WOKING,,7,0
SOUTHAMPTON CENTRAL - WOKING (3),1,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,0
SOUTHAMPTON CENTRAL - WOKING (3),2,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
SOUTHAMPTON CENTRAL - WOKING (3),3,EASTLEIGH,WINCHESTER,,10,1
SOUTHAMPTON CENTRAL - WOKING (3),4,WINCHESTER,BASINGSTOKE,,18,2
SOUTHAMPTON CENTRAL - WOKING (3),5,BASINGSTOKE,WOKING,,18,2
BASINGSTOKE - POOLE,1,BASINGSTOKE,WINCHESTER,,15,2
BASINGSTOKE - POOLE,2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
BASINGSTOKE - POOLE,3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
BASINGSTOKE - POOLE,4,SOUTHAMPTON CENTRAL,TOTTON,,5,3
BASINGSTOKE - POOLE,5,TOTTON,ASHURST NEW FOREST,,5,0
BASINGSTOKE - POOLE,6,ASHURST NEW FOREST,BROCKENHURST,,8,0
BASINGSTOKE - POOLE,7,BROCKENHURST,SWAY,,4,1
BASINGSTOKE - POOLE,8,SWAY,NEW MILTON,,4,1
BASINGSTOKE - POOLE,9,NEW MILTON,HINTON ADMIRAL,,4,1
BASINGSTOKE - POOLE,10,HINTON ADMIRAL,CHRISTCHURCH,,5,0
BASINGSTOKE - POOLE,11,CHRISTCHURCH,POKESDOWN,,4,0
BASINGSTOKE - POOLE,12,POKESDOWN,BOURNEMOUTH,,4,0
BASINGSTOKE - POOLE,13,BOURNEMOUTH,BRANKSOME,,5,2
BASINGSTOKE - POOLE,14,BRANKSOME,PARKSTONE,,3,0
BASINGSTOKE - POOLE,15,PARKSTONE,POOLE,,5,1
WOKING - POOLE (8),1,WOKING,BASINGSTOKE,,19,1
WOKING - POOLE (8),2,BASINGSTOKE,MICHELDEVER,,10,1
WOKING - POOLE (8),3,MICHELDEVER,WINCHESTER,,8,0
WOKING - POOLE (8),4,WINCHESTER,SHAWFORD,,5,1
WOKING - POOLE (8),5,SHAWFORD,EASTLEIGH,,6,0
WOKING - POOLE (8),6,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,4,0
WOKING - POOLE (8),7,SOUTHAMPTON AIRPORT (PARKWAY),ST DENYS,,4,0
WOKING - POOLE (8),8,ST DENYS,SOUTHAMPTON CENTRAL,,4,1
WOKING - POOLE (8),9,SOUTHAMPTON CENTRAL,TOTTON,,5,2
WOKING - POOLE (8),10,TOTTON,BROCKENHURST,,10,1
WOKING - POOLE (8),11,BROCKENHURST,NEW MILTON,,6,1
WOKING - POOLE (8),12,NEW MILTON,CHRISTCHURCH,,6,1
WOKING - POOLE (8),13,CHRISTCHURCH,POKESDOWN,,3,1
WOKING - POOLE (8),14,POKESDOWN,BOURNEMOUTH,,3,1
WOKING - POOLE (8),15,BOURNEMOUTH,BRANKSOME,,5,2
WOKING - POOLE (8),16,BRANKSOME,PARKSTONE,,3,0
WOKING - POOLE (8),17,PARKSTONE,POOLE,,3,0
POOLE - WOKING (7),1,POOLE,PARKSTONE,,4,0
POOLE - WOKING (7),2,PARKSTONE,BRANKSOME,,3,0
POOLE - WOKING (7),3,BRANKSOME,BOURNEMOUTH,,6,1
POOLE - WOKING (7),4,BOURNEMOUTH,BROCKENHURST,,14,5
POOLE - WOKING (7),5,BROCKENHURST,SOUTHAMPTON CENTRAL,,14,1
POOLE - WOKING (7),6,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
POOLE - WOKING (7),7,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
POOLE - WOKING (7),8,WINCHESTER,WOKING,,31,1
BASINGSTOKE - WEYMOUTH (6),1,BASINGSTOKE,WINCHESTER,,16,1
BASINGSTOKE - WEYMOUTH (6),2,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
BASINGSTOKE - WEYMOUTH (6),3,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
BASINGSTOKE - WEYMOUTH (6),4,SOUTHAMPTON CENTRAL,BROCKENHURST,,13,3
BASINGSTOKE - WEYMOUTH (6),5,BROCKENHURST,NEW MILTON,,7,1
BASINGSTOKE - WEYMOUTH (6),6,NEW MILTON,CHRISTCHURCH,,7,0
BASINGSTOKE - WEYMOUTH (6),7,CHRISTCHURCH,POKESDOWN,,4,0
BASINGSTOKE - WEYMOUTH (6),8,POKESDOWN,BOURNEMOUTH,,4,0
BASINGSTOKE - WEYMOUTH (6),9,BOURNEMOUTH,POOLE,,10,4
BASINGSTOKE - WEYMOUTH (6),10,POOLE,HAMWORTHY,,4,1
BASINGSTOKE - WEYMOUTH (6),11,HAMWORTHY,WAREHAM,,6,1
BASINGSTOKE - WEYMOUTH (6),12,WAREHAM,WOOL,,6,1
BASINGSTOKE - WEYMOUTH (6),13,WOOL,MORETON (DORSET),,6,0
BASINGSTOKE - WEYMOUTH (6),14,MORETON (DORSET),DORCHESTER SOUTH,,7,4
BASINGSTOKE - WEYMOUTH (6),15,DORCHESTER SOUTH,UPWEY,,7,1
BASINGSTOKE - WEYMOUTH (6),16,UPWEY,WEYMOUTH,,4,0
WOKING - WEYMOUTH (9),1,WOKING,BASINGSTOKE,,19,1
WOKING - WEYMOUTH (9),2,BASINGSTOKE,WINCHESTER,,15,2
WOKING - WEYMOUTH (9),3,WINCHESTER,EASTLEIGH,,8,1
WOKING - WEYMOUTH (9),4,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,4,1
WOKING - WEYMOUTH (9),5,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - WEYMOUTH (9),6,SOUTHAMPTON CENTRAL,TOTTON,,5,5
WOKING - WEYMOUTH (9),7,TOTTON,BROCKENHURST,,11,0
WOKING - WEYMOUTH (9),8,BROCKENHURST,SWAY,,4,1
WOKING - WEYMOUTH (9),9,SWAY,NEW MILTON,,5,0
WOKING - WEYMOUTH (9),10,NEW MILTON,HINTON ADMIRAL,,4,0
WOKING - WEYMOUTH (9),11,HINTON ADMIRAL,CHRISTCHURCH,,5,0
WOKING - WEYMOUTH (9),12,CHRISTCHURCH,POKESDOWN,,4,0
WOKING - WEYMOUTH (9),13,POKESDOWN,BOURNEMOUTH,,4,0
WOKING - WEYMOUTH (9),14,BOURNEMOUTH,BRANKSOME,,5,1
WOKING - WEYMOUTH (9),15,BRANKSOME,PARKSTONE,,3,0
WOKING - WEYMOUTH (9),16,PARKSTONE,POOLE,,4,0
WOKING - WEYMOUTH (9),17,POOLE,HAMWORTHY,,4,1
WOKING - WEYMOUTH (9),18,HAMWORTHY,WAREHAM,,6,1
WOKING - WEYMOUTH (9),19,WAREHAM,WOOL,,6,1
WOKING - WEYMOUTH (9),20,WOOL,MORETON (DORSET),,6,0
WOKING - WEYMOUTH (9),21,MORETON (DORSET),DORCHESTER SOUTH,,7,0
WOKING - WEYMOUTH (9),22,DORCHESTER SOUTH,UPWEY,,7,1
WOKING - WEYMOUTH (9),23,UPWEY,WEYMOUTH,,4,0
SOUTHAMPTON CENTRAL - BASINGSTOKE,1,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,0
SOUTHAMPTON CENTRAL - BASINGSTOKE,2,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
SOUTHAMPTON CENTRAL - BASINGSTOKE,3,EASTLEIGH,SHAWFORD,,5,2
SOUTHAMPTON CENTRAL - BASINGSTOKE,4,SHAWFORD,WINCHESTER,,5,0
SOUTHAMPTON CENTRAL - BASINGSTOKE,5,WINCHESTER,BASINGSTOKE,,16,2
WOKING - SOUTHAMPTON CENTRAL (4),1,WOKING,FARNBOROUGH (MAIN),,11,2
WOKING - SOUTHAMPTON CENTRAL (4),2,FARNBOROUGH (MAIN),FLEET,,5,0
WOKING - SOUTHAMPTON CENTRAL (4),3,FLEET,BASINGSTOKE,,13,1
WOKING - SOUTHAMPTON CENTRAL (4),4,BASINGSTOKE,WINCHESTER,,15,2
WOKING - SOUTHAMPTON CENTRAL (4),5,WINCHESTER,EASTLEIGH,,8,1
WOKING - SOUTHAMPTON CENTRAL (4),6,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,4,1
WOKING - SOUTHAMPTON CENTRAL (4),7,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
POOLE - SURBITON,1,POOLE,PARKSTONE,,4,0
POOLE - SURBITON,2,PARKSTONE,BRANKSOME,,3,0
POOLE - SURBITON,3,BRANKSOME,BOURNEMOUTH,,6,0
POOLE - SURBITON,4,BOURNEMOUTH,POKESDOWN,,4,5
POOLE - SURBITON,5,POKESDOWN,CHRISTCHURCH,,3,0
POOLE - SURBITON,6,CHRISTCHURCH,HINTON ADMIRAL,,5,1
POOLE - SURBITON,7,HINTON ADMIRAL,NEW MILTON,,4,0
POOLE - SURBITON,8,NEW MILTON,SWAY,,5,0
POOLE - SURBITON,9,SWAY,BROCKENHURST,,4,0
POOLE - SURBITON,10,BROCKENHURST,ASHURST NEW FOREST,,8,1
POOLE - SURBITON,11,ASHURST NEW FOREST,TOTTON,,4,0
POOLE - SURBITON,12,TOTTON,SOUTHAMPTON CENTRAL,,5,1
POOLE - SURBITON,13,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,3
POOLE - SURBITON,14,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,3,1
POOLE - SURBITON,15,EASTLEIGH,SHAWFORD,,6,2
POOLE - SURBITON,16,SHAWFORD,WINCHESTER,,5,0
POOLE - SURBITON,17,WINCHESTER,MICHELDEVER,,8,1
POOLE - SURBITON,18,MICHELDEVER,BASINGSTOKE,,10,0
POOLE - SURBITON,19,BASINGSTOKE,HOOK,,7,1
POOLE - SURBITON,20,HOOK,WINCHFIELD,,4,0
POOLE - SURBITON,21,WINCHFIELD,FLEET,,6,0
POOLE - SURBITON,22,FLEET,FARNBOROUGH (MAIN),,5,0
POOLE - SURBITON,23,FARNBOROUGH (MAIN),BROOKWOOD,,7,0
POOLE - SURBITON,24,BROOKWOOD,WOKING,,5,0
POOLE - SURBITON,25,WOKING,WEST BYFLEET,,4,2
POOLE - SURBITON,26,WEST BYFLEET,WEYBRIDGE,,4,1
POOLE - SURBITON,27,WEYBRIDGE,WALTON-ON-THAMES,,4,0
POOLE - SURBITON,28,WALTON-ON-THAMES,SURBITON,,6,0
FARNBOROUGH (MAIN) - BASINGSTOKE,1,FARNBOROUGH (MAIN),FLEET,,5,0
FARNBOROUGH (MAIN) - BASINGSTOKE,2,FLEET,WINCHFIELD,,5,0
FARNBOROUGH (MAIN) - BASINGSTOKE,3,WINCHFIELD,HOOK,,4,1
FARNBOROUGH (MAIN) - BASINGSTOKE,4,HOOK,BASINGSTOKE,,10,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,1,FARNBOROUGH (MAIN),FLEET,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,2,FLEET,WINCHFIELD,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,3,WINCHFIELD,HOOK,,4,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,4,HOOK,BASINGSTOKE,,7,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,5,BASINGSTOKE,MICHELDEVER,,10,2
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,6,MICHELDEVER,WINCHESTER,,8,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,7,WINCHESTER,SHAWFORD,,5,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,8,SHAWFORD,EASTLEIGH,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,9,EASTLEIGH,HEDGE END,,6,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,10,HEDGE END,BOTLEY,,4,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,11,BOTLEY,FAREHAM,,8,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,12,FAREHAM,PORTCHESTER,,5,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,13,PORTCHESTER,COSHAM,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,14,COSHAM,HILSEA PORTSMOUTH,,5,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,15,HILSEA PORTSMOUTH,FRATTON PORTSMOUTH,,4,0
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,16,FRATTON PORTSMOUTH,PORTSMOUTH & SOUTHSEA,,3,1
FARNBOROUGH (MAIN) - PORTSMOUTH HARBOUR,17,PORTSMOUTH & SOUTHSEA,PORTSMOUTH HARBOUR,,4,1
WOKING - POOLE (9),1,WOKING,BASINGSTOKE,,18,2
WOKING - POOLE (9),2,BASINGSTOKE,WINCHESTER,,16,1
WOKING - POOLE (9),3,WINCHESTER,SOUTHAMPTON AIRPORT (PARKWAY),,8,1
WOKING - POOLE (9),4,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,7,1
WOKING - POOLE (9),5,SOUTHAMPTON CENTRAL,BROCKENHURST,,14,1
WOKING - POOLE (9),6,BROCKENHURST,NEW MILTON,,6,1
WOKING - POOLE (9),7,NEW MILTON,CHRISTCHURCH,,6,1
WOKING - POOLE (9),8,CHRISTCHURCH,POKESDOWN,,3,1
WOKING - POOLE (9),9,POKESDOWN,BOURNEMOUTH,,4,1
WOKING - POOLE (9),10,BOURNEMOUTH,BRANKSOME,,5,1
WOKING - POOLE (9),11,BRANKSOME,PARKSTONE,,3,0
WOKING - POOLE (9),12,PARKSTONE,POOLE,,4,0
YEOVIL JUNCTION - WOKING (2),1,YEOVIL JUNCTION,SHERBORNE,,6,0
YEOVIL JUNCTION - WOKING (2),2,SHERBORNE,TEMPLECOMBE,,8,0
YEOVIL JUNCTION - WOKING (2),3,TEMPLECOMBE,GILLINGHAM (DORSET),,7,0
YEOVIL JUNCTION - WOKING (2),4,GILLINGHAM (DORSET),TISBURY,,10,3
YEOVIL JUNCTION - WOKING (2),5,TISBURY,SALISBURY,,15,0
YEOVIL JUNCTION - WOKING (2),6,SALISBURY,GRATELEY,,12,5
YEOVIL JUNCTION - WOKING (2),7,GRATELEY,ANDOVER,,6,0
YEOVIL JUNCTION - WOKING (2),8,ANDOVER,WHITCHURCH (HAMPSHIRE),,8,1
YEOVIL JUNCTION - WOKING (2),9,WHITCHURCH (HAMPSHIRE),OVERTON,,6,0
YEOVIL JUNCTION - WOKING (2),10,OVERTON,BASINGSTOKE,,9,0
YEOVIL JUNCTION - WOKING (2),11,BASINGSTOKE,WOKING,,18,1
WOKING - HONITON,1,WOKING,BASINGSTOKE,,20,1
WOKING - HONITON,2,BASINGSTOKE,ANDOVER,,16,2
WOKING - HONITON,3,ANDOVER,SALISBURY,,17,2
WOKING - HONITON,4,SALISBURY,TISBURY,,19,5
WOKING - HONITON,5,TISBURY,GILLINGHAM (DORSET),,10,0
WOKING - HONITON,6,GILLINGHAM (DORSET),TEMPLECOMBE,,7,1
WOKING - HONITON,7,TEMPLECOMBE,SHERBORNE,,7,0
WOKING - HONITON,8,SHERBORNE,YEOVIL JUNCTION,,5,1
WOKING - HONITON,9,YEOVIL JUNCTION,CREWKERNE,,9,1
WOKING - HONITON,10,CREWKERNE,AXMINSTER,,13,1
WOKING - HONITON,11,AXMINSTER,HONITON,,12,1
WOKING - FROME,1,WOKING,BASINGSTOKE,,19,1
WOKING - FROME,2,BASINGSTOKE,OVERTON,,8,3
WOKING - FROME,3,OVERTON,WHITCHURCH (HAMPSHIRE),,5,0
WOKING - FROME,4,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
WOKING - FROME,5,ANDOVER,GRATELEY,,7,1
WOKING - FROME,6,GRATELEY,SALISBURY,,13,0
WOKING - FROME,7,SALISBURY,WARMINSTER,,20,4
WOKING - FROME,8,WARMINSTER,WESTBURY WILTS,,8,1
WOKING - FROME,9,WESTBURY WILTS,FROME,,11,4
WEYMOUTH - BASINGSTOKE (2),1,WEYMOUTH,UPWEY,,4,0
WEYMOUTH - BASINGSTOKE (2),2,UPWEY,DORCHESTER SOUTH,,7,0
WEYMOUTH - BASINGSTOKE (2),3,DORCHESTER SOUTH,MORETON (DORSET),,7,1
WEYMOUTH - BASINGSTOKE (2),4,MORETON (DORSET),WOOL,,5,0
WEYMOUTH - BASINGSTOKE (2),5,WOOL,WAREHAM,,6,1
WEYMOUTH - BASINGSTOKE (2),6,WAREHAM,HOLTON HEATH,,4,1
WEYMOUTH - BASINGSTOKE (2),7,HOLTON HEATH,HAMWORTHY,,4,0
WEYMOUTH - BASINGSTOKE (2),8,HAMWORTHY,POOLE,,4,1
WEYMOUTH - BASINGSTOKE (2),9,POOLE,PARKSTONE,,4,1
WEYMOUTH - BASINGSTOKE (2),10,PARKSTONE,BRANKSOME,,4,0
WEYMOUTH - BASINGSTOKE (2),11,BRANKSOME,BOURNEMOUTH,,6,0
WEYMOUTH - BASINGSTOKE (2),12,BOURNEMOUTH,POKESDOWN,,4,5
WEYMOUTH - BASINGSTOKE (2),13,POKESDOWN,CHRISTCHURCH,,3,0
WEYMOUTH - BASINGSTOKE (2),14,CHRISTCHURCH,NEW MILTON,,6,1
WEYMOUTH - BASINGSTOKE (2),15,NEW MILTON,BROCKENHURST,,6,1
WEYMOUTH - BASINGSTOKE (2),16,BROCKENHURST,SOUTHAMPTON CENTRAL,,14,1
WEYMOUTH - BASINGSTOKE (2),17,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
WEYMOUTH - BASINGSTOKE (2),18,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
WEYMOUTH - BASINGSTOKE (2),19,WINCHESTER,BASINGSTOKE,,16,1
WEYMOUTH - WOKING (10),1,WEYMOUTH,UPWEY,,4,0
WEYMOUTH - WOKING (10),2,UPWEY,DORCHESTER SOUTH,,7,0
WEYMOUTH - WOKING (10),3,DORCHESTER SOUTH,MORETON (DORSET),,6,2
WEYMOUTH - WOKING (10),4,MORETON (DORSET),WOOL,,6,0
WEYMOUTH - WOKING (10),5,WOOL,WAREHAM,,7,0
WEYMOUTH - WOKING (10),6,WAREHAM,HAMWORTHY,,6,1
WEYMOUTH - WOKING (10),7,HAMWORTHY,POOLE,,5,0
WEYMOUTH - WOKING (10),8,POOLE,PARKSTONE,,4,1
WEYMOUTH - WOKING (10),9,PARKSTONE,BRANKSOME,,3,0
WEYMOUTH - WOKING (10),10,BRANKSOME,BOURNEMOUTH,,6,0
WEYMOUTH - WOKING (10),11,BOURNEMOUTH,BROCKENHURST,,14,4
WEYMOUTH - WOKING (10),12,BROCKENHURST,SOUTHAMPTON CENTRAL,,14,1
WEYMOUTH - WOKING (10),13,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
WEYMOUTH - WOKING (10),14,SOUTHAMPTON AIRPORT (PARKWAY),EASTLEIGH,,4,1
WEYMOUTH - WOKING (10),15,EASTLEIGH,WINCHESTER,,8,5
WEYMOUTH - WOKING (10),16,WINCHESTER,BASINGSTOKE,,19,1
WEYMOUTH - WOKING (10),17,BASINGSTOKE,WOKING,,19,1
SURBITON - WEYMOUTH,1,SURBITON,WOKING,,11,1
SURBITON - WEYMOUTH,2,WOKING,BASINGSTOKE,,19,1
SURBITON - WEYMOUTH,3,BASINGSTOKE,MICHELDEVER,,10,1
SURBITON - WEYMOUTH,4,MICHELDEVER,WINCHESTER,,8,0
SURBITON - WEYMOUTH,5,WINCHESTER,EASTLEIGH,,8,1
SURBITON - WEYMOUTH,6,EASTLEIGH,SOUTHAMPTON AIRPORT (PARKWAY),,3,1
SURBITON - WEYMOUTH,7,SOUTHAMPTON AIRPORT (PARKWAY),SOUTHAMPTON CENTRAL,,8,1
SURBITON - WEYMOUTH,8,SOUTHAMPTON CENTRAL,TOTTON,,5,2
SURBITON - WEYMOUTH,9,TOTTON,BROCKENHURST,,11,0
SURBITON - WEYMOUTH,10,BROCKENHURST,SWAY,,5,0
SURBITON - WEYMOUTH,11,SWAY,NEW MILTON,,4,0
SURBITON - WEYMOUTH,12,NEW MILTON,HINTON ADMIRAL,,4,1
SURBITON - WEYMOUTH,13,HINTON ADMIRAL,CHRISTCHURCH,,4,0
SURBITON - WEYMOUTH,14,CHRISTCHURCH,POKESDOWN,,3,1
SURBITON - WEYMOUTH,15,POKESDOWN,BOURNEMOUTH,,4,0
SURBITON - WEYMOUTH,16,BOURNEMOUTH,BRANKSOME,,5,2
SURBITON - WEYMOUTH,17,BRANKSOME,PARKSTONE,,3,0
